11.04.2023                                                                                                     Saída dinâmica de lista                                                                                                             1


		 Val/MoeACC	MdACC	Def.proj.	Material	  Qtd.entr.	Texto breve material	     Valor/MT	Elemento PEP	Data doc.	Usuário	Nº doc.	Itm	 Valor/MObj	Denominação	Entrado em	Nº doc.ref
		-0,03	BRL	B-0265746	2414034		CONETOR ATR  ACO 90º 35,0/HA 16,0MM	-0,03	B-0265746-SUPR	12.05.2022	CLB140490	1080173578		-0,03	Doctos Razão - Material	12.05.2022	100761975
		     44,63	BRL	B-0265746	2414034	         3	CONETOR ATR  ACO 90º 35,0/HA 16,0MM	       44,63	B-0265746-SUPR	14.03.2023	STC128502	1087657196		     44,63	SM para projeto	14.03.2023	4900217199
		     89,09	BRL	B-0265746	2414034	         6	CONETOR ATR  ACO 90º 35,0/HA 16,0MM	       89,09	B-0265746-SUPR	03.04.2023	STC005659	1088337891		     89,09	SM para projeto	03.04.2023	4900280253
	*			B-0265746	2414034	         9	CONETOR ATR  ACO 90º 35,0/HA 16,0MM	      133,72
		-348,74	BRL	B-0265746	2415000	-14	GRAMPO LINHA VIVA BR   120/ 50	-348,74	B-0265746-SUPR	03.12.2020	CLB154415	1070509221		-348,74	DM para projeto	03.12.2020	4900830323
		    348,72	BRL	B-0265746	2415000	        14	GRAMPO LINHA VIVA BR   120/ 50	      348,72	B-0265746-SUPR	28.07.2020	AMA418508	1068455152		    348,72	SM para projeto	28.07.2020	4900493785
		      0,02	BRL	B-0265746	2415000		GRAMPO LINHA VIVA BR   120/ 50	        0,02	B-0265746-SUPR	12.05.2022	CLB140490	1080173556		      0,02	Doctos Razão - Material	12.05.2022	100761953
		    457,54	BRL	B-0265746	2415000	        14	GRAMPO LINHA VIVA BR   120/ 50	      457,54	B-0265746-SUPR	03.04.2023	STC005659	1088337891		    457,54	SM para projeto	03.04.2023	4900280253
	*			B-0265746	2415000	        14	GRAMPO LINHA VIVA BR   120/ 50	      457,54
		     19,12	BRL	B-0265746	2420377	         4	BARRA TERMINAL   4/0 /2N	       19,12	B-0265746-SUPR	20.07.2020	AMA418508	1068273919		     19,12	SM para projeto	20.07.2020	4900467962
		-19,12	BRL	B-0265746	2420377	-4	BARRA TERMINAL   4/0 /2N	-19,12	B-0265746-SUPR	03.12.2020	CLB154415	1070509221		-19,12	DM para projeto	03.12.2020	4900830323
	*			B-0265746	2420377	         0	BARRA TERMINAL   4/0 /2N	        0,00
		-14,56	BRL	B-0265746	2660000	-2	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	-14,56	B-0265746-SUPR	03.12.2020	CLB154415	1070509221		-14,56	DM para projeto	03.12.2020	4900830323
		     14,56	BRL	B-0265746	2660000	         2	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	       14,56	B-0265746-SUPR	28.07.2020	AMA418508	1068455152		     14,56	SM para projeto	28.07.2020	4900493785
		     18,97	BRL	B-0265746	2660000	         2	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	       18,97	B-0265746-SUPR	03.04.2023	STC005659	1088337891		     18,97	SM para projeto	03.04.2023	4900280253
	*			B-0265746	2660000	         2	FITA ISOLANTE -CLASSE A PT 1KV 19MM 10M	       18,97
		      9,97	BRL	B-0265746	2660001	         2	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	        9,97	B-0265746-SUPR	03.04.2023	STC005659	1088337891		      9,97	SM para projeto	03.04.2023	4900280253
	*			B-0265746	2660001	         2	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	        9,97
		-11,24	BRL	B-0265746	2660002	-2	FITA ISOL PVC 19,0MM VERMELHA	-11,24	B-0265746-SUPR	03.12.2020	CLB154415	1070509221		-11,24	DM para projeto	03.12.2020	4900830323
		     11,24	BRL	B-0265746	2660002	         2	FITA ISOL PVC 19,0MM VERMELHA	       11,24	B-0265746-SUPR	03.08.2020	AMA418508	1068581472		     11,24	SM para projeto	03.08.2020	4900509537
		     15,42	BRL	B-0265746	2660002	         2	FITA ISOL PVC 19,0MM VERMELHA	       15,42	B-0265746-SUPR	03.04.2023	STC005659	1088337891		     15,42	SM para projeto	03.04.2023	4900280253
	*			B-0265746	2660002	         2	FITA ISOL PVC 19,0MM VERMELHA	       15,42
		-12,90	BRL	B-0265746	2660003	-2	FITA ISOL PVC 19,0MM AZUL	-12,90	B-0265746-SUPR	03.12.2020	CLB154415	1070509221		-12,90	DM para projeto	03.12.2020	4900830323
		     12,90	BRL	B-0265746	2660003	         2	FITA ISOL PVC 19,0MM AZUL	       12,90	B-0265746-SUPR	10.08.2020	AMA418508	1068666485		     12,90	SM para projeto	10.08.2020	4900526004
		     15,55	BRL	B-0265746	2660003	         2	FITA ISOL PVC 19,0MM AZUL	       15,55	B-0265746-SUPR	03.04.2023	STC005659	1088337891		     15,55	SM para projeto	03.04.2023	4900280253
	*			B-0265746	2660003	         2	FITA ISOL PVC 19,0MM AZUL	       15,55
		     14,18	BRL	B-0265746	2660005	         2	FITA ISOL PVC 19,0MM BRANCA	       14,18	B-0265746-SUPR	03.04.2023	STC005659	1088337891		     14,18	SM para projeto	03.04.2023	4900280253
	*			B-0265746	2660005	         2	FITA ISOL PVC 19,0MM BRANCA	       14,18
		-29,10	BRL	B-0265746	2660026	-2	FITA ISOL PVC 19MM CINZA	-29,10	B-0265746-SUPR	03.12.2020	CLB154415	1070509221		-29,10	DM para projeto	03.12.2020	4900830323
		     29,10	BRL	B-0265746	2660026	         2	FITA ISOL PVC 19MM CINZA	       29,10	B-0265746-SUPR	03.08.2020	AMA418508	1068581472		     29,10	SM para projeto	03.08.2020	4900509537
	*			B-0265746	2660026	         0	FITA ISOL PVC 19MM CINZA	        0,00
		  1.687,10	BRL	B-0265746	3300012	         3	POSTE CONCRETO DT  9/400 29F	    1.687,10	B-0265746-SUPR	29.07.2020	AMA932571	1068481017		  1.687,10	SM p/projeto-concret	29.07.2020	4900500957
		-1.124,74	BRL	B-0265746	3300012	-2	POSTE CONCRETO DT  9/400 29F	-1.124,74	B-0265746-SUPR	23.09.2020	CLB123684	1069329478		-1.124,74	DM p/projeto-concret	23.09.2020	4900642077
		-562,37	BRL	B-0265746	3300012	-1	POSTE CONCRETO DT  9/400 29F	-562,37	B-0265746-SUPR	18.09.2020	AMA223570	1069250902		-562,37	DM p/projeto-concret	18.09.2020	4900627098
		-1.702,50	BRL	B-0265746	3300012	-3	POSTE CONCRETO DT  9/400 29F	-1.702,50	B-0265746-SUPR	06.11.2020	AMA880525	1070099196		-1.702,50	SM p/projeto-concret	10.11.2020	4900764552
		  1.702,50	BRL	B-0265746	3300012	         3	POSTE CONCRETO DT  9/400 29F	    1.702,50	B-0265746-SUPR	06.11.2020	CLB154245	1070071440		  1.702,50	SM p/projeto-concret	06.11.2020	4900757523
		  1.997,10	BRL	B-0265746	3300012	         3	POSTE CONCRETO DT  9/400 29F	    1.997,10	B-0265746-SUPR	23.04.2021	AMA023574	1072663390		  1.997,10	SM p/projeto-concret	23.04.2021	4900281437
		-1.813,02	BRL	B-0265746	3300012	-2	POSTE CONCRETO DT  9/400 29F	-1.813,02	B-0265746-SUPR	13.03.2023	STC128502	1087727468		-1.813,02	SM p/projeto-concret	16.03.2023	4900229062
		-1.812,63	BRL	B-0265746	3300012	-2	POSTE CONCRETO DT  9/400 29F	-1.812,63	B-0265746-SUPR	13.03.2023	STC128502	1087727467		-1.812,63	SM p/projeto-concret	16.03.2023	4900229061
		-905,83	BRL	B-0265746	3300012	-1	POSTE CONCRETO DT  9/400 29F	-905,83	B-0265746-SUPR	14.03.2023	STC128502	1087727466		-905,83	SM p/projeto-concret	16.03.2023	4900228840
		      0,01	BRL	B-0265746	3300012		POSTE CONCRETO DT  9/400 29F	        0,01	B-0265746-SUPR	28.02.2023	CLB340051	1087377490		      0,01	Transfer.Contábeis - Material	28.02.2023	500010422
		-2.721,14	BRL	B-0265746	3300012	-3	POSTE CONCRETO DT  9/400 29F	-2.721,14	B-0265746-SUPR	08.03.2023	STC173556	1087569751		-2.721,14	SM p/projeto-concret	08.03.2023	4900200849
		-1.997,10	BRL	B-0265746	3300012	-3	POSTE CONCRETO DT  9/400 29F	-1.997,10	B-0265746-SUPR	27.12.2022	EES293593	1085847382		-1.997,10	DM p/projeto-concret	27.12.2022	4901060730
		    905,83	BRL	B-0265746	3300012	         1	POSTE CONCRETO DT  9/400 29F	      905,83	B-0265746-SUPR	14.03.2023	STC005659	1087668665		    905,83	SM p/projeto-concret	14.03.2023	4900217924
		  2.721,14	BRL	B-0265746	3300012	         3	POSTE CONCRETO DT  9/400 29F	    2.721,14	B-0265746-SUPR	08.03.2023	STC128502	1087555892		  2.721,14	SM p/projeto-concret	08.03.2023	4900197839
		    904,01	BRL	B-0265746	3300012	         1	POSTE CONCRETO DT  9/400 29F	      904,01	B-0265746-SUPR	31.03.2023	STC005659	1088322835		    904,01	SM p/projeto-concret	31.03.2023	4900277798
		  1.812,63	BRL	B-0265746	3300012	         2	POSTE CONCRETO DT  9/400 29F	    1.812,63	B-0265746-SUPR	13.03.2023	STC005659	1087636386		  1.812,63	SM p/projeto-concret	13.03.2023	4900211671
		  1.813,02	BRL	B-0265746	3300012	         2	POSTE CONCRETO DT  9/400 29F	    1.813,02	B-0265746-SUPR	13.03.2023	STC005659	1087646142		  1.813,02	SM p/projeto-concret	13.03.2023	4900212907
		  1.809,44	BRL	B-0265746	3300012	         2	POSTE CONCRETO DT  9/400 29F	    1.809,44	B-0265746-SUPR	21.03.2023	STC005659	1087841488		  1.809,44	SM p/projeto-concret	21.03.2023	4900241210
	*			B-0265746	3300012	         3	POSTE CONCRETO DT  9/400 29F	    2.713,45
		  2.757,16	BRL	B-0265746	3300016	         3	POSTE CONCRETO DT 11/600 44F	    2.757,16	B-0265746-SUPR	23.07.2020	AMA713570	1068340037		  2.757,16	SM p/projeto-concret	23.07.2020	4900478129
		-2.757,15	BRL	B-0265746	3300016	-3	POSTE CONCRETO DT 11/600 44F	-2.757,15	B-0265746-SUPR	13.08.2020	AMA880525	1068707579		-2.757,15	DM p/projeto-concret	13.08.2020	4900536859
		-0,01	BRL	B-0265746	3300016		POSTE CONCRETO DT 11/600 44F	-0,01	B-0265746-SUPR	12.05.2022	CLB140490	1080173567		-0,01	Doctos Razão - Material	12.05.2022	100761964
		-1.432,91	BRL	B-0265746	3300016	-1	POSTE CONCRETO DT 11/600 44F	-1.432,91	B-0265746-SUPR	08.03.2023	STC128502	1087727491		-1.432,91	SM p/projeto-concret	16.03.2023	4900229184
		-1.432,91	BRL	B-0265746	3300016	-1	POSTE CONCRETO DT 11/600 44F	-1.432,91	B-0265746-SUPR	08.03.2023	STC128502	1087727490		-1.432,91	SM p/projeto-concret	16.03.2023	4900229183
		  1.428,99	BRL	B-0265746	3300016	         1	POSTE CONCRETO DT 11/600 44F	    1.428,99	B-0265746-SUPR	20.03.2023	STC005659	1087797432		  1.428,99	SM p/projeto-concret	20.03.2023	4900235721
		  1.432,91	BRL	B-0265746	3300016	         1	POSTE CONCRETO DT 11/600 44F	    1.432,91	B-0265746-SUPR	08.03.2023	STC005659	1087570680		  1.432,91	SM p/projeto-concret	08.03.2023	4900200607
		  1.432,91	BRL	B-0265746	3300016	         1	POSTE CONCRETO DT 11/600 44F	    1.432,91	B-0265746-SUPR	08.03.2023	STC005659	1087570681		  1.432,91	SM p/projeto-concret	08.03.2023	4900200608
		  1.433,09	BRL	B-0265746	3300016	         1	POSTE CONCRETO DT 11/600 44F	    1.433,09	B-0265746-SUPR	07.03.2023	STC005659	1087539877		  1.433,09	SM p/projeto-concret	07.03.2023	4900196316
		  1.437,91	BRL	B-0265746	3300016	         1	POSTE CONCRETO DT 11/600 44F	    1.437,91	B-0265746-SUPR	10.04.2023	STC005659	1088469263		  1.437,91	SM p/projeto-concret	10.04.2023	4900295519
	*			B-0265746	3300016	         3	POSTE CONCRETO DT 11/600 44F	    4.299,99
		  3.158,72	BRL	B-0265746	3300082	         3	POSTE CONCRETO DT 12/600 44F	    3.158,72	B-0265746-SUPR	12.08.2020	AMA137542	1068691471		  3.158,72	SM p/projeto-concret	12.08.2020	4900532642
		-3.158,73	BRL	B-0265746	3300082	-3	POSTE CONCRETO DT 12/600 44F	-3.158,73	B-0265746-SUPR	23.09.2020	CLB123684	1069329478		-3.158,73	DM p/projeto-concret	23.09.2020	4900642077
		      0,01	BRL	B-0265746	3300082		POSTE CONCRETO DT 12/600 44F	        0,01	B-0265746-SUPR	12.05.2022	CLB140490	1080173563		      0,01	Doctos Razão - Material	12.05.2022	100761960
		-3.354,84	BRL	B-0265746	3300082	-2	POSTE CONCRETO DT 12/600 44F	-3.354,84	B-0265746-SUPR	09.03.2023	STC128502	1087595628		-3.354,84	SM p/projeto-concret	09.03.2023	4900204971
		-1.677,14	BRL	B-0265746	3300082	-1	POSTE CONCRETO DT 12/600 44F	-1.677,14	B-0265746-SUPR	13.03.2023	STC005659	1087668662		-1.677,14	SM p/projeto-concret	14.03.2023	4900217921
		-3.353,20	BRL	B-0265746	3300082	-2	POSTE CONCRETO DT 12/600 44F	-3.353,20	B-0265746-SUPR	14.03.2023	STC005659	1087678844		-3.353,20	SM p/projeto-concret	14.03.2023	4900220098
		-5.036,85	BRL	B-0265746	3300082	-3	POSTE CONCRETO DT 12/600 44F	-5.036,85	B-0265746-SUPR	08.03.2023	STC173556	1087569751		-5.036,85	SM p/projeto-concret	08.03.2023	4900200849
		-3.353,67	BRL	B-0265746	3300082	-2	POSTE CONCRETO DT 12/600 44F	-3.353,67	B-0265746-SUPR	11.03.2023	STC005659	1087638046		-3.353,67	SM p/projeto-concret	11.03.2023	4900210452
		-1.676,15	BRL	B-0265746	3300082	-1	POSTE CONCRETO DT 12/600 44F	-1.676,15	B-0265746-SUPR	14.03.2023	STC128502	1087727483		-1.676,15	SM p/projeto-concret	16.03.2023	4900229106
		  3.353,20	BRL	B-0265746	3300082	         2	POSTE CONCRETO DT 12/600 44F	    3.353,20	B-0265746-SUPR	14.03.2023	STC005659	1087668663		  3.353,20	SM p/projeto-concret	14.03.2023	4900217922
		  1.676,15	BRL	B-0265746	3300082	         1	POSTE CONCRETO DT 12/600 44F	    1.676,15	B-0265746-SUPR	14.03.2023	STC005659	1087678845		  1.676,15	SM p/projeto-concret	14.03.2023	4900220099
		  1.674,92	BRL	B-0265746	3300082	         1	POSTE CONCRETO DT 12/600 44F	    1.674,92	B-0265746-SUPR	20.03.2023	STC005659	1087816274		  1.674,92	SM p/projeto-concret	20.03.2023	4900238706
		  3.354,84	BRL	B-0265746	3300082	         2	POSTE CONCRETO DT 12/600 44F	    3.354,84	B-0265746-SUPR	09.03.2023	STC128502	1087592282		  3.354,84	SM p/projeto-concret	09.03.2023	4900204468
		  1.677,42	BRL	B-0265746	3300082	         1	POSTE CONCRETO DT 12/600 44F	    1.677,42	B-0265746-SUPR	09.03.2023	STC128502	1087595616		  1.677,42	SM p/projeto-concret	09.03.2023	4900204912
		  1.677,42	BRL	B-0265746	3300082	         1	POSTE CONCRETO DT 12/600 44F	    1.677,42	B-0265746-SUPR	09.03.2023	STC128502	1087595615		  1.677,42	SM p/projeto-concret	09.03.2023	4900204911
		  5.036,85	BRL	B-0265746	3300082	         3	POSTE CONCRETO DT 12/600 44F	    5.036,85	B-0265746-SUPR	08.03.2023	STC128502	1087555892		  5.036,85	SM p/projeto-concret	08.03.2023	4900197839
		  1.673,21	BRL	B-0265746	3300082	         1	POSTE CONCRETO DT 12/600 44F	    1.673,21	B-0265746-SUPR	31.03.2023	STC005659	1088322835		  1.673,21	SM p/projeto-concret	31.03.2023	4900277798
		  3.353,67	BRL	B-0265746	3300082	         2	POSTE CONCRETO DT 12/600 44F	    3.353,67	B-0265746-SUPR	11.03.2023	STC005659	1087638045		  3.353,67	SM p/projeto-concret	11.03.2023	4900210451
		  1.677,14	BRL	B-0265746	3300082	         1	POSTE CONCRETO DT 12/600 44F	    1.677,14	B-0265746-SUPR	13.03.2023	STC005659	1087646144		  1.677,14	SM p/projeto-concret	13.03.2023	4900212908
	*			B-0265746	3300082	         4	POSTE CONCRETO DT 12/600 44F	    6.702,97
		  9.911,26	BRL	B-0265746	3300152	        13	POSTE CONCRETO DT 11/400 44F	    9.911,26	B-0265746-SUPR	12.08.2020	AMA137542	1068691494		  9.911,26	SM p/projeto-concret	12.08.2020	4900532775
		-9.911,20	BRL	B-0265746	3300152	-13	POSTE CONCRETO DT 11/400 44F	-9.911,20	B-0265746-SUPR	23.09.2020	CLB123684	1069329478		-9.911,20	DM p/projeto-concret	23.09.2020	4900642077
		-0,06	BRL	B-0265746	3300152		POSTE CONCRETO DT 11/400 44F	-0,06	B-0265746-SUPR	12.05.2022	CLB140490	1080173584		-0,06	Doctos Razão - Material	12.05.2022	100761981
		-3.629,47	BRL	B-0265746	3300152	-3	POSTE CONCRETO DT 11/400 44F	-3.629,47	B-0265746-SUPR	16.03.2023	STC005659	1087797431		-3.629,47	SM p/projeto-concret	20.03.2023	4900235710
		-3.630,15	BRL	B-0265746	3300152	-3	POSTE CONCRETO DT 11/400 44F	-3.630,15	B-0265746-SUPR	16.03.2023	STC128502	1087727476		-3.630,15	SM p/projeto-concret	16.03.2023	4900229070
		-3.636,41	BRL	B-0265746	3300152	-3	POSTE CONCRETO DT 11/400 44F	-3.636,41	B-0265746-SUPR	02.03.2023	STC128502	1087466846		-3.636,41	SM p/projeto-concret	02.03.2023	4900183127
		-9.685,66	BRL	B-0265746	3300152	-8	POSTE CONCRETO DT 11/400 44F	-9.685,66	B-0265746-SUPR	08.03.2023	STC173556	1087569751		-9.685,66	SM p/projeto-concret	08.03.2023	4900200849
		-2.421,43	BRL	B-0265746	3300152	-2	POSTE CONCRETO DT 11/400 44F	-2.421,43	B-0265746-SUPR	07.03.2023	STC128502	1087727486		-2.421,43	SM p/projeto-concret	16.03.2023	4900229109
		-1.209,81	BRL	B-0265746	3300152	-1	POSTE CONCRETO DT 11/400 44F	-1.209,81	B-0265746-SUPR	13.03.2023	STC128502	1087727487		-1.209,81	SM p/projeto-concret	16.03.2023	4900229110
		-3.632,20	BRL	B-0265746	3300152	-3	POSTE CONCRETO DT 11/400 44F	-3.632,20	B-0265746-SUPR	07.03.2023	STC128502	1087727485		-3.632,20	SM p/projeto-concret	16.03.2023	4900229108
		-1.210,17	BRL	B-0265746	3300152	-1	POSTE CONCRETO DT 11/400 44F	-1.210,17	B-0265746-SUPR	14.03.2023	STC128502	1087727483		-1.210,17	SM p/projeto-concret	16.03.2023	4900229106
		  2.419,32	BRL	B-0265746	3300152	         2	POSTE CONCRETO DT 11/400 44F	    2.419,32	B-0265746-SUPR	20.03.2023	STC005659	1087797432		  2.419,32	SM p/projeto-concret	20.03.2023	4900235721
		  3.629,80	BRL	B-0265746	3300152	         3	POSTE CONCRETO DT 11/400 44F	    3.629,80	B-0265746-SUPR	09.03.2023	STC128502	1087592306		  3.629,80	SM p/projeto-concret	09.03.2023	4900204823
		  1.209,57	BRL	B-0265746	3300152	         1	POSTE CONCRETO DT 11/400 44F	    1.209,57	B-0265746-SUPR	20.03.2023	STC005659	1087816274		  1.209,57	SM p/projeto-concret	20.03.2023	4900238706
		  1.210,17	BRL	B-0265746	3300152	         1	POSTE CONCRETO DT 11/400 44F	    1.210,17	B-0265746-SUPR	14.03.2023	STC005659	1087678845		  1.210,17	SM p/projeto-concret	14.03.2023	4900220099
		  3.636,41	BRL	B-0265746	3300152	         3	POSTE CONCRETO DT 11/400 44F	    3.636,41	B-0265746-SUPR	02.03.2023	STC128502	1087466844		  3.636,41	SM p/projeto-concret	02.03.2023	4900183035
		  9.685,66	BRL	B-0265746	3300152	         8	POSTE CONCRETO DT 11/400 44F	    9.685,66	B-0265746-SUPR	08.03.2023	STC128502	1087555892		  9.685,66	SM p/projeto-concret	08.03.2023	4900197839
		  1.209,81	BRL	B-0265746	3300152	         1	POSTE CONCRETO DT 11/400 44F	    1.209,81	B-0265746-SUPR	13.03.2023	STC005659	1087636386		  1.209,81	SM p/projeto-concret	13.03.2023	4900211671
		  3.632,20	BRL	B-0265746	3300152	         3	POSTE CONCRETO DT 11/400 44F	    3.632,20	B-0265746-SUPR	07.03.2023	STC005659	1087537422		  3.632,20	SM p/projeto-concret	07.03.2023	4900195116
		  2.421,43	BRL	B-0265746	3300152	         2	POSTE CONCRETO DT 11/400 44F	    2.421,43	B-0265746-SUPR	07.03.2023	STC005659	1087539877		  2.421,43	SM p/projeto-concret	07.03.2023	4900196316
		  3.630,15	BRL	B-0265746	3300152	         3	POSTE CONCRETO DT 11/400 44F	    3.630,15	B-0265746-SUPR	16.03.2023	STC005659	1087709125		  3.630,15	SM p/projeto-concret	16.03.2023	4900225563
		  3.629,47	BRL	B-0265746	3300152	         3	POSTE CONCRETO DT 11/400 44F	    3.629,47	B-0265746-SUPR	16.03.2023	STC128502	1087729680		  3.629,47	SM p/projeto-concret	16.03.2023	4900229541
		  3.629,47	BRL	B-0265746	3300152	         3	POSTE CONCRETO DT 11/400 44F	    3.629,47	B-0265746-SUPR	16.03.2023	STC128502	1087729679		  3.629,47	SM p/projeto-concret	16.03.2023	4900229480
		  1.209,57	BRL	B-0265746	3300152	         1	POSTE CONCRETO DT 11/400 44F	    1.209,57	B-0265746-SUPR	21.03.2023	STC005659	1087841488		  1.209,57	SM p/projeto-concret	21.03.2023	4900241210
		  2.422,34	BRL	B-0265746	3300152	         2	POSTE CONCRETO DT 11/400 44F	    2.422,34	B-0265746-SUPR	10.04.2023	STC005659	1088469263		  2.422,34	SM p/projeto-concret	10.04.2023	4900295519
	*			B-0265746	3300152	        12	POSTE CONCRETO DT 11/400 44F	   14.520,07
		-3.183,18	BRL	B-0265746	3302082	-1	POSTE CONCRETO CIRCULAR 11/1000	-3.183,18	B-0265746-SUPR	08.03.2023	STC128502	1087727491		-3.183,18	SM p/projeto-concret	16.03.2023	4900229184
		-3.183,18	BRL	B-0265746	3302082	-1	POSTE CONCRETO CIRCULAR 11/1000	-3.183,18	B-0265746-SUPR	08.03.2023	STC128502	1087727490		-3.183,18	SM p/projeto-concret	16.03.2023	4900229183
		  3.183,18	BRL	B-0265746	3302082	         1	POSTE CONCRETO CIRCULAR 11/1000	    3.183,18	B-0265746-SUPR	08.03.2023	STC005659	1087570680		  3.183,18	SM p/projeto-concret	08.03.2023	4900200607
		  3.183,18	BRL	B-0265746	3302082	         1	POSTE CONCRETO CIRCULAR 11/1000	    3.183,18	B-0265746-SUPR	08.03.2023	STC005659	1087570681		  3.183,18	SM p/projeto-concret	08.03.2023	4900200608
	*			B-0265746	3302082	         0	POSTE CONCRETO CIRCULAR 11/1000	        0,00
		  6.868,82	BRL	B-0265746	3310029	        56	CRUZETA CONC RET  2400MM  400DAN	    6.868,82	B-0265746-SUPR	29.07.2020	AMA932571	1068481050		  6.868,82	SM p/projeto-concret	29.07.2020	4900501223
		-367,98	BRL	B-0265746	3310029	-3	CRUZETA CONC RET  2400MM  400DAN	-367,98	B-0265746-SUPR	03.09.2020	AMA223570	1069095352		-367,98	DM p/projeto-concret	03.09.2020	4900594117
		-122,66	BRL	B-0265746	3310029	-1	CRUZETA CONC RET  2400MM  400DAN	-122,66	B-0265746-SUPR	09.09.2020	AMA223570	1069135837		-122,66	DM p/projeto-concret	09.09.2020	4900602838
		-245,32	BRL	B-0265746	3310029	-2	CRUZETA CONC RET  2400MM  400DAN	-245,32	B-0265746-SUPR	09.09.2020	AMA223570	1069135857		-245,32	DM p/projeto-concret	09.09.2020	4900602878
		-245,32	BRL	B-0265746	3310029	-2	CRUZETA CONC RET  2400MM  400DAN	-245,32	B-0265746-SUPR	09.09.2020	AMA223570	1069132748		-245,32	DM p/projeto-concret	09.09.2020	4900602230
		-858,62	BRL	B-0265746	3310029	-7	CRUZETA CONC RET  2400MM  400DAN	-858,62	B-0265746-SUPR	23.09.2020	CLB123684	1069329478		-858,62	DM p/projeto-concret	23.09.2020	4900642077
		-4.047,78	BRL	B-0265746	3310029	-33	CRUZETA CONC RET  2400MM  400DAN	-4.047,78	B-0265746-SUPR	03.09.2020	AMA223570	1069093818		-4.047,78	DM p/projeto-concret	03.09.2020	4900593163
		-981,28	BRL	B-0265746	3310029	-8	CRUZETA CONC RET  2400MM  400DAN	-981,28	B-0265746-SUPR	03.09.2020	AMA223570	1069095021		-981,28	DM p/projeto-concret	03.09.2020	4900593755
		      0,14	BRL	B-0265746	3310029		CRUZETA CONC RET  2400MM  400DAN	        0,14	B-0265746-SUPR	12.05.2022	CLB140490	1080173548		      0,14	Doctos Razão - Material	12.05.2022	100761945
		  1.010,44	BRL	B-0265746	3310029	         5	CRUZETA CONC RET  2400MM  400DAN	    1.010,44	B-0265746-SUPR	20.03.2023	STC005659	1087797432		  1.010,44	SM p/projeto-concret	20.03.2023	4900235721
		-1.010,49	BRL	B-0265746	3310029	-5	CRUZETA CONC RET  2400MM  400DAN	-1.010,49	B-0265746-SUPR	16.03.2023	STC005659	1087797431		-1.010,49	SM p/projeto-concret	20.03.2023	4900235710
		-2.021,21	BRL	B-0265746	3310029	-10	CRUZETA CONC RET  2400MM  400DAN	-2.021,21	B-0265746-SUPR	16.03.2023	STC128502	1087727474		-2.021,21	SM p/projeto-concret	16.03.2023	4900229068
		-808,20	BRL	B-0265746	3310029	-4	CRUZETA CONC RET  2400MM  400DAN	-808,20	B-0265746-SUPR	09.03.2023	STC128502	1087595628		-808,20	SM p/projeto-concret	09.03.2023	4900204971
		-605,92	BRL	B-0265746	3310029	-3	CRUZETA CONC RET  2400MM  400DAN	-605,92	B-0265746-SUPR	02.03.2023	STC128502	1087466846		-605,92	SM p/projeto-concret	02.03.2023	4900183127
		-606,50	BRL	B-0265746	3310029	-3	CRUZETA CONC RET  2400MM  400DAN	-606,50	B-0265746-SUPR	13.03.2023	STC005659	1087668662		-606,50	SM p/projeto-concret	14.03.2023	4900217921
		-808,54	BRL	B-0265746	3310029	-4	CRUZETA CONC RET  2400MM  400DAN	-808,54	B-0265746-SUPR	14.03.2023	STC005659	1087678844		-808,54	SM p/projeto-concret	14.03.2023	4900220098
